ID,"FS name",FS macro region,"From","Link type","To","Description"
511,"Dryland mixed",LAC,"Animal/breed is highly susceptible to diseases","Is mitigated by","Diversify livestock","Smallholder livestock keepers, sherfolk and pastoralists are among the most vulnerable to climate change and diseases hence the need to diversify livestock."
512,"Dryland mixed",LAC,"Poor water use efficiency and management","Is mitigated by","Implement soil and water conservation practices","The project 'Managing Water Resources in semi-Arid Regions of Latin America and the Caribbean' (MWAR- LAC) was launched in 2012 to strengthen the efficient management of water."
513,"Dryland mixed",LAC,"Weak land tenure","Is mitigated by","Land tenure reform","Policy reforms on land tenure should be put in place to mitigate the issue of women land rights."
514,"Dryland mixed",LAC,"Weak land tenure","Is mitigated by","Policy reform
","Weak land tenure is mitigated by developing policies that prohibit the illegal seizure of lands."
515,"Dryland mixed",LAC,"Weak land tenure","Is mitigated by","Build women's  capacity","Women should be strenghthen so as to be able to participate in land issues."
516,"Dryland mixed",LAC,"Inadequate climate information services","Is mitigated by","Improve networking and knowledge exchange","Small scale farmers are vulnerable to inadequate climate information in the region, hence the need to improve networking for knowledge exchange."
517,"Dryland mixed",LAC,"Low access to markets","Is mitigated by","Invest in road infrastructure","Creation of roads accessible to the markets from the  rural communities."
518,"Dryland mixed",LAC,"Lack of access to market information","Is mitigated by","Improve networking and knowledge exchange","Poor access to market information is mitigated by creation of farmer networks and knowledge exchange."
519,"Dryland mixed",LAC,"Unstable commodity prices","Is mitigated by","Improve access to market information","The local government should improve communication channels on market information to avoid unstable commodity prices."
520,"Dryland mixed",LAC,"Unstable commodity prices","Is mitigated by","Improve access to markets","In 2021, the prices of the main export commodities of Latin America and the Caribbean increased, mainly due to the recovery in global demand, hence to need to open up markets for smallholder farmers."
521,"Dryland mixed",LAC,"High prevalence of land degradation","Is mitigated by","Implement agroforestry practices","LAC is vulnerable to land degradation problem, and hence the need for mitigation strategies such as agroforestry and reforestation."
522,"Dryland mixed",LAC,"Unfavourable soil conditions","Is mitigated by","Undertake soil rehabilitation","Crop rotation, intercropping with legumes to rehabilitate the soil."
523,"Dryland mixed",LAC,"High disease prevalence","Is mitigated by","Adopt disease tolerant breeds","The region is susceptible to high disease prevalence, hence the need for disease tolerant breeds."
524,"Dryland mixed",LAC,"Water scarce area","Is mitigated by","Invest in water harvesting and storage infrastructure","The Caribbean Community Climate Change Centre (CCCCC) has funded new water harvesting and storage equipment to mitigate the issue of water scarcity in the region."
525,"Dryland mixed",LAC,"High prevalence of land degradation","Is mitigated by","Implement reforestation practices","The region is facing high prevalence of degradation hence the need to implement reforestation practices."
526,"Dryland mixed",LAC,"High prevalence of land degradation","Is mitigated by","Implement erosion control measures","Utilization of fodder and legume crops to mitigate land degradation in the region."
527,"Dryland mixed",LAC,"Water scarce area","Is mitigated by","Adopt drought tolerant varieties






","The region is facing the issue of water scarcity hence the need to adopt drought tolerant crop and livestock varieties."
528,"Dryland mixed",LAC,"High disease prevalence","Is mitigated by","Invest in agricultural research and development","Investing research and advocate the development of new maize and livestock varieties and breeds."
529,"Dryland mixed",LAC,"Frequent bushfires","Is mitigated by","Improve networking and knowledge exchange","Researchers at Aalto University have developed a neural network model that can accurately predict the occurrence of fires in peatlands."
530,"Dryland mixed",LAC,"Frequent bushfires","Is mitigated by","Develop/improve early warning systems","Frequent bushfires should be mitigated by developing early warning systems involving the communities at risk, facilitate public education and awareness of risks, effectively disseminate messages and warnings and ensure there is constant state of preparedness."
531,"Dryland mixed",LAC,"Lack of irrigation infrastructure","Is mitigated by","Invest in irrigation infrastructure","Invest in Sustainable irrigation e.g. drip and solar pumps."
532,"Dryland mixed",LAC,"Lack of road infrastructure","Is mitigated by","Invest in road infrastructure","Roads connecting the small scale producers in the rural communities should be surfaced so as to mitigate the issues of delays in transportation caused by poor roads."
533,"Dryland mixed",LAC,"Crop is highly susceptible to diseases","Is mitigated by","Adopt disease tolerant varieties","Agricultural research institutions should  develop and disseminate drought resistant varieties and species and encourage for the replacement of maize to mitigate the issues of  high susceptibility to diseases in maize varieties."
534,"Dryland mixed",LAC,"Inadequate agri research and development","Is mitigated by","Invest in agricultural research and development","The local govrnment should shift public financing to agriculture research and development."
535,"Dryland mixed",LAC,"High poverty levels 






","Is mitigated by","Diversify livelihoods","Diversification of livelihoods through the provision of  alternative livelihood opportunities to sub-marginal farm families within the region i.e incentives for the creation of agro-industry and off-farm training of workers."
