"ID","FS name","FS macro region","Factor","Type-1","Description"
"334","Dryland mixed","LAC","Reduced livestock productivity","Impact","Livestock production will be affected by climate change through competition for natural resources, quantity and quality of feeds, livestock diseases, heat stress and biodiversity loss."
"335","Dryland mixed","LAC","Delays in transportation","Impact","Delays in transportation due to unsurfaced roads infrastructure."
"336","Dryland mixed","LAC","unpredictable planting period","Impact",""
"337","Dryland mixed","LAC","water scarcity","Impact",""
"338","Dryland mixed","LAC","Increased flooding","Impact",""
"339","Dryland mixed","LAC","Leaching of soil nutrients","Impact",""
"340","Dryland mixed","LAC","Increase in diseases","Impact",""
"341","Dryland mixed","LAC","Increase in invasive plant species","Impact",""
"342","Dryland mixed","LAC","Shorter growing season","Impact","Shorter gowing season due to increase number of dry days."
"343","Dryland mixed","LAC","Waterlogging","Impact",""
"344","Dryland mixed","LAC","Crop stress/damage/mortality","Impact",""
"345","Dryland mixed","LAC","Landslide events","Impact",""
"346","Dryland mixed","LAC","Desertification","Impact",""
"347","Dryland mixed","LAC","Increase in food insecurity","Impact","In Latin America and the Caribbean during 2020, moderate or severe food insecurity affected 40.9 per cent of the population above the prevalence recorded at the world level 30.4%."
"348","Dryland mixed","LAC","Loss of income","Impact","Loss of income attributed to the fact that majority of the farmers do not use improved seeds and fertilizers leading to low yields."
"349","Dryland mixed","LAC","Increase in women's workload","Impact","Most of the farming activities is left to the wife and children, while the husband engages in off-farming activities."
"350","Dryland mixed","LAC","Competition for resources","Impact","Competition for resources brought about by population growth overtime."
"351","Dryland mixed","LAC","Increase in food imports","Impact","Increase in food imports leads to competion in the international markets with the local producers."
"352","Dryland mixed","LAC","Increase in migration","Impact","Low rural incomes, limited landownership, and variable climatic conditions have continued to drive migration in Brazil"
"353","Dryland mixed","LAC","Increase in poverty","Impact","Increase in rural poverty rate from 2015,with the poverty rate reaching 30.1% of the total population (185 million) and extreme poverty reaching 10.7% (66 million) in 2018."
"354","Dryland mixed","LAC","Dependence on food aid","Impact","Dependent on periodic government aid because of the marginal nature of the area and the recurren droughts faced by producers."
"355","Dryland mixed","LAC","Increase in post-harvest losses","Impact",""
"356","Dryland mixed","LAC","Increase in food spoilage/wastage","Impact",""
"357","Dryland mixed","LAC","Increase in food prices","Impact",""
"358","Dryland mixed","LAC","Reliance on rainfed agriculture","Vulnerability","The agricultural sector is extremely sensitive to climate change because of its reliance on rainfed maize and other crops."
"359","Dryland mixed","LAC","Inability to interpret climate information","Vulnerability","Small scale producers in the region are vulnerable to inability to interpret climate change information."
"360","Dryland mixed","LAC","Crop is highly susceptible to pests","Vulnerability","Crops especially maize is highly susceptible to attack from pest."
"361","Dryland mixed","LAC","Animal/breed is highly susceptible to diseases","Vulnerability","Livestock production is vulnerable to livestock diseases such as foot and mouth disease."
"362","Dryland mixed","LAC","High poverty levels","Vulnerability","Small scale producers living in the rural areas are highly vulnerable to extreme and chronic poverty In the LAC.Extreme poverty affects 31% of rural households and only 10% of urban households."
