TempCount,"FS name","FS macro region","From","Link type","To","Description","Citation","Year","URL","ID"
3217,"Pastoral","SSA","Conflict prone area","Is mitigated by","Implement disaster recovery strategies","Disaster risk reduction (DRR) is an important pillar for sustainable development and an integral part of the World Bank's activities in Sub-Saharan Africa.","World Bank","2010","https://daraint.org/wp-content/uploads/2012/01/2010_Status_DRR_Africa.pdf","2267"
3218,"Pastoral","SSA","Low level of education","Is mitigated by","Improve access to climate information services","Poverty and climate change vulnerability is increasing in Sub-Saharan Africa (SSA) because the region lacks education and skills development facilities, hence the need to improve access to climate information services.","Antwi-Agyei et al.","2021",,"2268"
3219,"Pastoral","SSA","Low level of education","Is mitigated by","Promote literacy","An increase in education amongst pastoralist communities, resulting in increasing opportunities for new employment and diversification, and participation in national political processes. Education and development of alternatives for the young and pastoral dropouts is recommended as an escape from poverty","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2269"
3220,"Pastoral","SSA","Low level of education","Is mitigated by","Promote literacy","An increase in education amongst pastoralist communities, resulting in increasing opportunities for new employment and diversification, and participation in national political processes. Education and development of alternatives for the young and pastoral dropouts is recommended as an escape from poverty","Herrero et al.","2016","https://www.researchgate.net/profile/Mario-Herrero/publication/311449728_Climate_change_and_pastoralism_impacts_consequences_and_adaptation_-EN-_-FR-_Le_changement_climatique_et_le_pastoralisme_effets_consequences_et_adaptation_-ES-_Cambio_climatico_y_pastoreo_efectos_dire/links/5851e12a08ae95fd8e1afcb8/Climate-change-and-pastoralism-impacts-consequences-and-adaptation-EN--FR-Le-changement-climatique-et-le-pastoralisme-effets-consequences-et-adaptation-ES-Cambio-climatico-y-pastoreo-efectos-d.pdf","2269"
3221,"Pastoral","SSA","Conflict prone area","Is mitigated by","Improve networking and knowledge exchange","Its critrical  to defuse existing tensions in transhumance corridors and dry-season grazing areas. A suitable balance is required between interests of resident communities (e.g., protection of crops, timing of livestock
arrival in relation to harvest, prevention of bushfires) and interests of mobile communities that only graze livestock in these areas for a short time per year","World Bank","2015","https://documents1.worldbank.org/curated/en/926271468184776681/pdf/100127-BRI-P148139-PUBLIC-ADD-SERIES-Box393225B-Senegal-Policy-Note-web.pdf ","2270"
3222,"Pastoral","SSA","Demographic pressure on land","Is mitigated by","Implement reforestation practices","Demographic pressure on land is transforming transhumance and communal grazing to more sedentary forms of production.Policies and interventions should therefore aim to build on the platform of past achievements and existing local knowledge to enable flexibility and diversity and the protection of assets of small-scale farmers and herders","Mortimore","2009","https://doi.org/10.1002/wcc.25","2271"
3223,"Pastoral","SSA","Demographic pressure on land","Is mitigated by","Implement reforestation practices","Demographic pressure on land is transforming transhumance and communal grazing to more sedentary forms of production.Policies and interventions should therefore aim to build on the platform of past achievements and existing local knowledge to enable flexibility and diversity and the protection of assets of small-scale farmers and herders","Dixon et al.","2020","https://hdl.handle.net/10568/109061","2271"
3224,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","Owusu et al.","2020","https://www.inderscienceonline.com/doi/abs/10.1504/IJSSOC.2020.109771","2272"
3225,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","Sagoe","2006","https://www.researchgate.net/publication/255652525_Climate_Change_and_Root_Crop_Production_in_Ghana","2272"
3226,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","USAID","2017","https://www.climatelinks.org/sites/default/files/asset/document/2017_USAID_Climate%20Change%20Risk%20Profile%20-%20Ghana.pdf","2272"
3227,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","World Bank","2021","https://climateknowledgeportal.worldbank.org/sites/default/files/2021-06/15857-WB_Ghana Country Profile-WEB.pdf","2272"
3228,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Increased flooding
","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","Owusu et al.","2020","https://www.inderscienceonline.com/doi/abs/10.1504/IJSSOC.2020.109771","2273"
3229,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Increased flooding
","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","Sagoe","2006","https://www.researchgate.net/publication/255652525_Climate_Change_and_Root_Crop_Production_in_Ghana","2273"
3230,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Increased flooding
","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","USAID","2017","https://www.climatelinks.org/sites/default/files/asset/document/2017_USAID_Climate%20Change%20Risk%20Profile%20-%20Ghana.pdf","2273"
3231,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Increased flooding
","Flooded farmlands and crop diseases, bush fires and termites decomposed propagated tubers and corms, late planting and wilting of crops","World Bank","2021","https://climateknowledgeportal.worldbank.org/sites/default/files/2021-06/15857-WB_Ghana Country Profile-WEB.pdf","2273"
3232,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Soil erosion","Intense rainfall events are also likely to result in flooding and flash floods, as well as river bank erosion","Owusu et al.","2020","https://www.inderscienceonline.com/doi/abs/10.1504/IJSSOC.2020.109771","2274"
3233,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Soil erosion","Intense rainfall events are also likely to result in flooding and flash floods, as well as river bank erosion","Sagoe","2006","https://www.researchgate.net/publication/255652525_Climate_Change_and_Root_Crop_Production_in_Ghana","2274"
3234,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Soil erosion","Intense rainfall events are also likely to result in flooding and flash floods, as well as river bank erosion","USAID","2017","https://www.climatelinks.org/sites/default/files/asset/document/2017_USAID_Climate%20Change%20Risk%20Profile%20-%20Ghana.pdf","2274"
3235,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Soil erosion","Intense rainfall events are also likely to result in flooding and flash floods, as well as river bank erosion","World Bank","2021","https://climateknowledgeportal.worldbank.org/sites/default/files/2021-06/15857-WB_Ghana Country Profile-WEB.pdf","2274"
3236,"Root Crop","SSA","Increase in extreme rainfall events","Leads to","Poor seed production","Tubers are typically stored in the soil. Flooding can cause the produce to rot resulting in a loss of seed.","Oteng-Darko P., pers. comms.","2022",,"2275"
3237,"Root Crop","SSA","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought is associated with late planting , soils hard to till rotten tubers, crop diseases, and reduced crop yields.","Owusu et al.","2020","https://www.inderscienceonline.com/doi/abs/10.1504/IJSSOC.2020.109771","2276"
3238,"Root Crop","SSA","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought is associated with late planting , soils hard to till rotten tubers, crop diseases, and reduced crop yields.","Sagoe","2006","https://www.researchgate.net/publication/255652525_Climate_Change_and_Root_Crop_Production_in_Ghana","2276"
3239,"Root Crop","SSA","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought is associated with late planting , soils hard to till rotten tubers, crop diseases, and reduced crop yields.","USAID","2017","https://www.climatelinks.org/sites/default/files/asset/document/2017_USAID_Climate%20Change%20Risk%20Profile%20-%20Ghana.pdf","2276"
