ID,"Label","Type","Type-1","Type-2","Tags","Description"
447,"Unsustainable livestock management systems","LAC Forest based","Vulnerability","Human capital, gender and agricultural knowledge","Human capacity","Pasture expansion for cattle ranching is recognised as a key driver of deforestation in the Amazon. "
448,"Weak land tenure ","LAC Forest based","Vulnerability","Institutions and policies","Institutions and policy","Existing weak land tenure systems are key drivers of deforestation in the Amazon basin. "
449,"Lack of coordination between national and local levels of government","LAC Forest based","Vulnerability","Institutions and policies","Institutions and policy","A key challenge to scaling-up sustainable agricultural interventions is to integrate knowledge across multiple levels by devolving action from the national to the local level. This ensures that interventions are put in the local context and are therefore locally viable."
450,"Policy promotes unsustainable land use ","LAC Forest based","Vulnerability","Institutions and policies","Institutions and policy","Policy typically favours agricultural intensification and monocropping which contributes to deforestation. "
451,"Low access to credit","LAC Forest based","Vulnerability","Economic, financial and markets","Institutions and policy; Finance","Farmers in the Amazon region face high climate risk leading to credit default and poor credit histories, subsequently, financial institutions charge high interest rates and transaction fees. Where low interest loans are offered the amounts allocated are typically insufficient and quickly depleted."
452,"Lack of incentives for sustainable production","LAC Forest based","Vulnerability","Economic, financial and markets","Institutions and policy; Finance","Farmers in the Amazon region lack incentives to adopt sustainable land management practices. "
453,"High levels of deforestation","LAC Forest based","Vulnerability"," ""Sensitivity/susceptibility to harm""","Human capacity","Deforestation for cattle ranching pastures and crop cultivation (e.g. soybean and palm oil) is prevalent in Latin America. In Brazil, Bolivia, Peru and Colombia, the main cause of deforestation is agricultural expansion. Forest clearance for cattle pastures is the largest direct driver of deforestation on both small and large farms in the Brazilian Amazon. In Ecuador’s Amazon region, deforestation increased from 0.13% per annum in 2015 to 0.30% in 2017. In Colombia, deforestation increased by 14% between 2015 and 2016, and doubled between 2016 and 2017. In Brazil’s Legal Amazon, deforestation increased by 8.5% between 2017 and 2018."
454," ""Unfavourable soil conditions""","LAC Forest based","Vulnerability"," ""Sensitivity/susceptibility to harm""","Weather and environment; Human capacity","Soils in the Amazon rainforest are poorly suited to growing crops for extended periods of time as they tend to be nutrient deficient, acidic soils, and in some areas are eroded due to poor land use management practices. "
455," ""Frequent forest fires""","LAC Forest based","Vulnerability"," ""Sensitivity/susceptibility to harm""","Weather and environment; Human capacity","Fire is routinely used to clear forest for agricultural production, and in conjunction with increasing temperatures and drought, has been identified as a direct driver of deforestation in the Amazon. For example, in 2020, warm and dry conditions were experienced in the southern Amazon, resulting in 600,000 individual fire events, including 25 fires that were larger than 500 square kilometres in Bolivia, Brazil, and Paraguay. Deforestation fire activity increased in the southern Amazon area by 23% from 2019 to 2020, and active fire detections from understory fires were 60% higher than in 2019."
456,"Low access to markets","LAC Forest based","Vulnerability","Lack of capacity to cope and adapt","Institutions and policy; Infrastructure","In remote areas of the Amazon, smallholder farmers lack access to markets due to inadequate road infrastructure."
457,"Inadequate agri research and development","LAC Forest based","Vulnerability","Lack of capacity to cope and adapt","Research and development; Institutions and policy","There is a need for research to better understand the impacts of climate change on forest-based agricultural systems and when and why producers adopt sustainable practices. "
458,"Low access to agricultural extension services","LAC Forest based","Vulnerability","Lack of capacity to cope and adapt","Institutions and policy","In Colombia, farmers indicated a lack of technical assistance for sustainable livestock production."
459,"Invest in road infrastructure","LAC Forest based","Adaptation option","Physical capital","Institutions and policy; Infrastructure","Smallholder farmers in remote areas of the Amazon can benefit from the construction of new private roads. Although improved road access, when coupled with weak law enforcement, can lead to increased deforestation, it is also crucial to increasing smallholders’ access to markets and other services."
460,"Implement agroforestry practices","LAC Forest based","Adaptation option","Human capital","Ecosystem-based adaptation; Climate smart agriculture; Farm-level","Agroforestry is a valuable climate change adaptation option for forest-agriculture frontiers.  Agroforestry improves soil fertility, increases water availability, provides vegetation cover and maintains the microclimate. Furthermore, agroforestry has the potential to recover degraded lands and is an economically viable approach that can be integrated in grain, non-timber forest products and beef production systems. "
461,"Implement climate smart agriculture practices","LAC Forest based","Adaptation option","Human capital","Climate smart agriculture; Conservation agriculture; Farm-level","The climate smart agriculture practice of integrated crop–livestock management is a potential means to improve the productivity and sustainability of cattle production in the Amazon. For example, integrated soybean–cattle systems have higher productivity than continuously grazed areas. Silvopastoral systems are another climate smart approach to improving agricultural productivity. Silvopastoral systems provide shade, reducing body temperatures of grazing cattle by up to 4˚C compared with pasture-only systems. Some examples of climate smart pasture management options include not exceeding land carrying capacity, planting drought tolerant fodder crops (e.g. BRS Paiaguas), no tillage, intercropping of grasses and legumes for pasture diversification, and implementing manure management systems for improved soil quality."
