ID,"Label","FS name",FS macro region,"Type-1","Description"
623,"Increase in pests ","Maize-beans (Mesoamerica)",LAC,"Impact","An increase in agricultural pest and disease outbreaks were reported by farmers in Central America. Of the 860 smallholder farmers surveyed, 73.9% of coffee farmers, 78.4% of maize farmers, and 67.9% of bean farmers reported climate associated increases in crop pests and diseases over the past ten years."
624,"Increase in diseases","Maize-beans (Mesoamerica)",LAC,"Impact","An increase in agricultural pest and disease outbreaks were reported by farmers in Central America. Of the 860 smallholder farmers surveyed, 73.9% of coffee farmers, 78.4% of maize farmers, and 67.9% of bean farmers reported climate associated increases in crop pests and diseases over the past ten years."
625,"Increase in soil water deficit","Maize-beans (Mesoamerica)",LAC,"Impact","Across Central America, soil degradation is reducing the capacity of soil to retain water. Furthermore, decreases in average precipitation, increases in average temperatures and increases in drought events are reducing water availability."
626,"Reduced crop productivity/failure","Maize-beans (Mesoamerica)",LAC,"Impact","It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025."
627,"Damage to infrastructure","Maize-beans (Mesoamerica)",LAC,"Impact","Hurricanes damage roads, bridges and farm infrastructure.  "
628,"Crop stress/damage/mortality","Maize-beans (Mesoamerica)",LAC,"Impact",
629,"Reduced produce quality","Maize-beans (Mesoamerica)",LAC,"Impact","If the season is too dry or wet, coffee flowers and fruits may not grow to full size. Stunted fruits give smaller, lower quality beans, which fetch lower prices."
630,"Unpredictable planting period","Maize-beans (Mesoamerica)",LAC,"Impact","Erratic rainfall makes it difficult for farmers to determine appropriate planting dates and manage risk"
631,"Water scarcity","Maize-beans (Mesoamerica)",LAC,"Impact","Across Central America, soil degradation is reducing the capacity of soil to retain water and nutrients. "
632,"Increase in heat stress","Maize-beans (Mesoamerica)",LAC,"Impact","High rates of deforestation have been linked to increases in daytime temperatures. "
633,"Change in production zone suitability","Maize-beans (Mesoamerica)",LAC,"Impact","Climate change is likely to alter the areas suitable for smallholder maize and bean production across the region. Mexico may preserve some optimal and medium suitability areas. "
634,"Increase in food insecurity","Maize-beans (Mesoamerica)",LAC,"Impact","Food production and the quality of food will decrease due to a range of climate factors including extreme rainfall and temperature (medium confidence)."
635,"Loss of income","Maize-beans (Mesoamerica)",LAC,"Impact","Climate change hazards translate into significant losses for smallholder farmers whose livelihoods depend on maize and bean cultivation. For example, 44.5% (n=860) of maize, bean and coffee farmers surveyed in Honduras, Guatemala and Costa Rica, reported decreases in household income following extreme weather events."
636,"Increase in migration","Maize-beans (Mesoamerica)",LAC,"Impact","Small-scale farmers who can no longer make a living from their own earnings and crop yields tend to migrate to the United States of America, as a last-resort adaptation strategy. "
637,"Reduced post-harvest processing","Maize-beans (Mesoamerica)",LAC,"Impact","Recurring drought and decreasing average precipitation reduces the amount of water available for post-harvest processing. "
638,"Lack of willingness to invest in sustainable agricultural practices","Maize-beans (Mesoamerica)",LAC,"Impact",
639,"Increase in poverty","Maize-beans (Mesoamerica)",LAC,"Impact",
640,"Limited access to markets","Maize-beans (Mesoamerica)",LAC,"Impact",
641,"Dependence on food aid","Maize-beans (Mesoamerica)",LAC,"Impact","Water scarcity such as that induced by drought or decreasing average precipitation has adverse effects on smallholder farmers’ livelihoods, impacting their food security."
642,"Low awareness of climate change","Maize-beans (Mesoamerica)",LAC,"Vulnerability","Farmers in some areas have low levels of climate change awareness."
643,"Weak land tenure ","Maize-beans (Mesoamerica)",LAC,"Vulnerability","Smallholder farmers (particularly those from Honduras and Guatemala) have insecure land tenure and either rent the land that that they cultivate, use communal land, or share land with other farmers. Almost all surveyed smallholder farmers in Costa Rica owned the land they cultivated. Land tenure in El Salvador is weak, affecting the country's adaptive capacity. Most smallholder maize and bean farmers rent land from other farmers. El Salvador, Honduras and Nicaragua have weak land tenure schemes."
644,"Inadequate climate information services","Maize-beans (Mesoamerica)",LAC,"Vulnerability","Climate information products in Central America do not typically include recommendations on farm or ecosystem management. Information products tend to be generalised, excluding specific time horizons and do not include information on particular regions or crops. Furthermore, most of the climate information products do not employ feedback from farmers and do not consider the impacts that the products may have on decision making.  "
